"latent","linear","ipw","iv","proximal"
0.369884439946803,0.242347746678418,0.178831955325033,-0.625902878202161,0.277027232466596
0.28229578086509,0.243202985138356,0.179989571157818,-0.9282660697179,0.400469043222746
0.335903954048025,0.198262142319236,0.256118578967844,-0.857788307568063,0.355247899522001
0.504287450679837,0.357362239646504,0.509584400281134,-0.822365763002617,0.45578010856886
0.271627753573447,0.269887615239055,0.62893583723987,-0.935449722451806,0.267924594022763
0.401892140886404,0.294113208850206,0.359637776264737,-0.623113966937431,0.408261470438703
0.437398039704878,0.330776809563802,0.439368939460614,-0.664861717013058,0.359280719957601
0.300674533867529,0.192139847723937,0.326207838056068,-0.705785172361816,0.379762530414894
0.298762320041267,0.231262313789552,0.16117212650624,-0.499469626122801,0.307376816322479
0.195829319492194,0.138914775238743,0.150109719192027,-0.666491473033816,0.236175293445209
0.282315458601946,0.277451269148628,0.350815837969083,-0.895446253285061,0.39105815112128
0.253664164233531,0.176018431347888,0.355661767649841,-0.687065429331622,0.124682665279536
0.212027703082751,0.0972182860541922,0.200224402742302,-0.683409059242968,0.280345367682477
0.248803823905013,0.217567934882949,0.145385452006081,-0.882881819768081,0.233022663278549
0.289133202455868,0.134898104651501,0.162784088216477,-0.758181281198954,0.234549963986268
0.332683383979977,0.172677346626079,0.332218617965878,-0.758148097874557,0.220383831444986
0.193711768617358,0.104850358308734,0.141793174645976,-0.928390603846206,0.190512739260548
0.407051292465007,0.264626141927288,0.159281805582279,-0.631679352280786,0.650600216204485
0.28187570478949,0.152128023534433,0.246641439651466,-0.758542036490208,0.220565611856583
0.339508364932993,0.249927381072804,0.154229122628493,-0.657337303020776,0.562874787623337
0.348177075672549,0.243688083321181,0.387659400070616,-0.803483041515966,0.331281716029504
0.201559935143931,0.167055766008802,0.160012706567522,-0.903871563558783,0.602736198579097
0.269691124111695,0.108542872640619,0.0226289595072676,-0.759310978352469,0.286395193069507
0.318706882968847,0.225215990057235,0.202054691175955,-0.650190122519371,0.241803462475132
0.358824057147356,0.251189663067847,0.245897699181097,-0.731615914312557,0.336075589029455
0.215440429692632,0.116853071590854,0.119928051872489,-0.851440858928187,0.276843215392057
