latent,linear,ipw,iv,proximal
0.59088612561899,0.333516131091671,0.159513744205701,0.595084786975935,-1.61690481897884
0.555091229868392,0.3195352440023,0.411772756537346,0.519756628564556,-0.589878903117253
0.403077298138464,0.227076467585724,0.243336661878563,0.383755062720132,0.0528874859075847
0.613304758350461,0.20408941674564,0.105914804300426,0.554859489305794,0.478909088644934
0.545109976682588,0.299884600046481,0.450434125615048,0.240890684237958,0.0522938705334538
0.46467553819814,0.218535173106149,0.437078074757085,0.431369055295176,0.614862842064664
0.652924070360837,0.488355826471383,0.257711158823252,0.639327379384338,1.65377019381398
0.396449274702959,0.32611868380976,0.100603285788526,0.407828748994306,1.40538590393929
0.471454289161335,0.253275821066315,0.467870344932046,0.472396517685944,1.01162634808222
0.435264970756473,0.384291769267036,0.558673972525433,0.473518504036463,-0.0766126722128079
0.594633035743059,0.42940026654541,0.339190974143162,0.536447775476987,3.07315439280144
0.487965869091403,0.383786004701528,0.483202558142565,0.471697761249372,2.78827836763208
1.06065966196486,0.26728619873719,0.204018743538794,0.462291595421331,0.423188870006839
0.665103730676164,0.282851894737808,0.0874945645360312,0.659247946414853,-0.19143819894675
-0.0448474946390949,0.240584330420839,0.143989921300393,0.678041239723799,-0.420042473592045
0.254605706793875,0.406705090419311,0.493675481071355,0.67798758017827,6.64262604414866
0.780294349995945,0.545241011561668,0.41431239484259,0.655621769680904,4.09196363954784
0.265312533124415,0.196505130732373,0.604252569779012,0.236407185765197,1.48215562598055
0.636974833635013,0.339015933713165,0.317397260106863,0.617860747886779,0.615543128021209
0.417350062262496,0.435403910254487,0.558167088484636,0.594832102522853,1.74204981034251
0.244602060897442,0.23105679412414,0.369646116378343,0.159592537816038,0.831097886515276
0.565177959967273,0.185560393497352,0.408824989254685,0.571396751727184,0.619598483418189
0.590436839506064,0.135165405919856,0.0201211131800549,0.38909299154061,-3.05777449938011
0.40552952442319,0.274406565967015,0.265548090644239,0.372962919415256,1.81528171186869
0.416766157408731,0.134507185594454,0.439419553887445,0.343680349559648,-0.569318021205481
0.698275279515575,0.327654028938035,-0.0934078280827107,0.571805232224316,-0.714698723595774
0.48455182269775,0.449850285071999,0.576567205122508,0.453769082758836,1.28282846436289
0.854780985251032,0.313892126846739,0.266692039475365,0.52089516933594,-1.81295212442373
0.23135554541636,0.282067075727847,0.511976676080112,0.245431390736082,5.4636308614951
0.581595279307681,0.413395849080699,0.400428813763283,0.576350280058277,2.36364214118964
0.548801617374578,0.407685060972611,0.261794006648678,0.590204053536438,1.00488278624022
0.238278208875269,0.332041384058751,0.289730326579889,0.261415403931298,-0.389556560099042
0.288239479117808,0.314848061097961,0.316280295824746,0.317485122265887,2.43104308839358
0.532390364089149,0.398433405215788,0.594174504944788,0.515764927182443,0.458826764007366
0.473082101930332,0.358791234515515,-0.0106963254680172,0.548737649580817,-0.546925409632575
0.185632104999846,0.392081507691409,0.159986018031246,0.205842450840791,-0.0723710035662134
0.371270710160593,0.384342713052825,0.0465084996436284,0.396590763421283,1.23358380720274
0.747792501501818,0.350270095395557,0.401019485978151,0.681265781726608,0.691933609424676
0.57360036971252,0.431640501550704,0.595457728045058,0.525058773530168,0.744732414300017
0.502638403941707,0.415150220177428,0.307598554105441,0.463610542173736,1.75728720273006
0.36204165234048,0.233288872942948,0.103594870494962,0.535307961872098,-1.14494368204726
0.423806110639879,0.441276870817632,0.436562634740248,0.454752238474187,1.24214885402589
0.398931957220943,0.349049737595927,0.210812005383398,0.695737667155263,0.166618662664375
0.366198769525721,0.159076567305663,-0.505953953121262,0.316001424724323,-1.44572004085409
0.26882548420923,0.291584741265164,0.299055864834956,0.267257426587194,-0.452416880340043
0.164942414902811,0.411980408944542,0.0595993482297296,0.188465016642805,3.95904580569038
0.276129566653681,0.200774159004327,0.577603356258025,0.288595447801861,0.463936896922606
0.92346902891385,0.137137282083441,0.297735718718348,0.551897646683388,-0.674643373711324
0.458791662762567,0.317094578946345,0.0827342903107064,0.491506815592705,-4.16961303288208
-0.0494216888748636,0.366466599065987,0.358167440804206,0.652896345493742,2.61201459105439
0.641149897515342,0.218103580722589,0.311323492096182,0.634355017486145,0.694213209281324
0.652428560972493,0.219954451274711,0.547750289451891,0.536562343894497,-2.34126432924279
