latent,linear,ipw,iv,proximal
0.217880653965475,0.528304036613639,0.536993147252576,2.22341708510829,0.327761636547214
0.251165201704734,0.549889161270074,0.592441142799664,1.71834100067454,0.385347584051751
0.270268736017515,0.507993150631918,0.504513310511022,1.97159559667308,0.255421761382072
0.241698624058806,0.551279249902335,0.57097616251696,2.16004882954155,0.0778928399601848
0.586101229709656,0.489409179583318,0.518259095201305,1.77472071447729,0.282673701810693
0.359816979897021,0.617718407890986,0.349116011588336,1.66579937385814,0.337292543526444
0.32658275592153,0.57381205873816,0.506873738409022,1.81325621873561,0.357626788863517
0.28929901405808,0.49771341955595,0.608849177090424,1.79124219627208,0.231639175147815
0.311301015778174,0.545835848718,0.791234324092422,1.60221681038865,0.282579230878633
0.302389331792217,0.623208811262741,0.648061043925825,1.72018414694405,0.321298447982683
0.272353830890821,0.54396407940999,0.491519304010154,1.80780104940595,0.316310796994854
0.241738896157828,0.537685747611607,0.530783522529554,1.78017719116751,0.239319709583877
0.369223390168861,0.597928889378041,0.544129696858596,2.06675966583976,0.266702058018278
0.409292318704083,0.575878893698683,0.527834681977986,1.68524156961283,0.396725790574882
0.327242692009123,0.585464914377639,0.432758218211951,1.86228115616943,0.4205223137198
0.368272546810599,0.601672097044023,0.753637013779155,1.55382017652909,0.431771376919783
0.381798094684939,0.557792607607956,0.472841071833599,1.74885223468151,0.375384720326222
0.309636239824035,0.575032273299565,0.5417849942089,2.20860486103985,0.285623421495609
0.343507937841704,0.594097680405915,0.588224008830366,1.75822089853248,0.286195386536582
0.365642244994503,0.590834165995701,0.495088239816419,1.90799234204889,0.213844706144728
0.310453528289195,0.516651022849191,0.518100737903499,1.57961412310039,0.0807999392560979
0.287409802544665,0.535736189092021,0.52621304958011,1.62196101813791,0.279532158555544
0.35155052358833,0.552460371114077,0.561530734816076,1.83864027679612,0.415108193414534
0.364687794720651,0.583103220320377,0.569737645694558,1.85158753468658,0.386807309777367
0.375242486741326,0.6557406444881,0.52881947526427,2.05705118316858,0.272229983035679
0.316460182777243,0.592741082214129,0.482586319746141,2.12919371100915,0.463584080229249
0.361374696312749,0.568793297179075,0.619081682438963,1.80741449565028,0.459244138929669
0.358982461254875,0.554413722183395,0.407876822494178,1.67271299044767,0.237179309521407
0.321191070051783,0.543900842388387,0.609972865844126,1.80540860163937,0.329669571270453
0.320111630943764,0.591652342047584,0.598096216516884,1.87340652250402,0.390321355716189
0.272235297430083,0.526468307784026,0.509363154379622,1.936111534915,0.215696408580454
0.30982474339623,0.520042630937221,0.431953108710224,1.72952701560328,0.368940387256059
0.218162489801913,0.457330367584726,0.545931777640499,1.66245429787251,0.177987029915123
0.28149675765185,0.550589315504285,0.454268978738018,2.00156196966783,0.300633507409585
0.382997489225707,0.585078875326457,0.587702987762259,1.824418493701,0.280027388713369
0.376103991084659,0.57088389852444,0.658982263875666,1.74352616340841,0.500936601550642
0.347201789493002,0.566447328519809,0.603518834636344,1.77256819814546,0.250066243225022
0.340077138268011,0.582818736270485,0.66401609520387,1.8128981443606,0.399800470253962
0.281767729007179,0.56450236872808,0.548270849103377,1.83737258415796,0.0711827047879008
0.226977179959139,0.536567055593099,0.603321896843291,2.26606877262401,0.2248739848031
