"errors","IPW","linear","match","nieve"
"1",0.0244839010763058,0.110694049781415,0.175558765338538,0.0947011382567226,0.309789605711755
"2",0.231916503983894,0.0724626270077762,0.0985082082939058,0.0169190391353604,0.168898741832923
"3",0.120351420316289,0.0775059257733426,0.196382749844648,0.0751773189064658,0.308278626794545
"4",0.200135678460123,0.0495319562954462,0.0317005362934786,0.00741872470271743,0.159548843600765
"5",0.0319319192616624,0.0905361785628542,0.203863984967756,0.0811625466703795,0.280325611683508
"6",0.141132227028364,0.00872002721283138,0.16144609547448,0.0141677426278376,0.29602782259663
"7",0.13067658347331,0.0131887552802163,0.0223080176139635,0.0804845737654497,0.195134364498594
"8",0.0352751476022377,0.0982783780491355,0.246789980586715,0.1541042475354,0.302578592875624
"9",0.0958613526491937,0.0863766270954497,0.107100052806829,0.213848823733116,0.229526363224609
"10",0.162831605992635,0.00459746799963912,0.109269408618257,0.0129053143417146,0.197477910284336
"11",0.0683835191993979,0.197835101291179,0.26093029904545,0.209280171050535,0.344742748429386
"12",0.107649845776442,0.0589275340474426,0.117587688679709,0.149272342580309,0.206042691845198
"13",0.131262610719418,0.111999850321271,0.20037151502796,0.156243981940731,0.264678329674584
"14",0.00578617278808502,0.168416018515457,0.308731127873559,0.179658094980322,0.340832654102254
"15",0.141866164923109,0.00719633289779564,0.129434389696322,0.0130202768465866,0.251856613722864
"16",0.0998479233878752,0.0510925031925873,0.147339831920511,0.0641920022293141,0.295394596948084
"17",0.015763460898001,0.0998644715401543,0.180515881615235,0.144535461960614,0.295819915524336
"18",0.107091972830607,0.0414076235829116,0.110119506373026,0.0247906120233442,0.259056434708964
"19",0.0270518568107052,0.096722569072201,0.261625003528745,0.201313157872627,0.316871704543238
"20",0.0577885440958696,0.174692644650034,0.239191736097249,0.154957973185257,0.348880382141271
"21",0.0404016493318544,0.199312524993036,0.298436992060015,0.2362529048988,0.327724016722691
"22",0.154841064363148,0.0148380522591876,0.080274104564939,0.0761077014196685,0.180294474235629
"23",0.051202555477972,0.0875549720856992,0.154398547933954,0.0743678745132711,0.31298027228148
"24",0.156040409309237,0.0278154832004123,0.104383442629589,0.0319564405202164,0.214356133034027
"25",0.1374011056275,0.0384725125007365,0.0659170110127457,0.0506752708243537,0.157151080737284
"26",0.0127915282900261,0.248609262942493,0.31616282186545,0.299413033490183,0.359534560572311
"27",0.0491547463497631,0.201823427141699,0.382659660500909,0.314097961332749,0.453385753946797
"28",0.0369333968442644,0.134829674330335,0.245268278552388,0.0552092976921409,0.313076925252483
"29",0.0472554005908715,0.123780847612012,0.245198825443883,0.126364485433417,0.3309291869374
"30",0.189906340952018,0.0236977568318045,0.177390643411867,0.087949028774416,0.325297412635826
"31",0.195775676975034,0.0387627679153629,0.114676388916822,0.00445412721080751,0.213996731923787
"32",0.0726045997645912,0.178150729575,0.286506708158715,0.202218292289777,0.377721943805474
"33",0.170287100619283,0.0370906468668892,0.156140030590193,0.0430216425485456,0.282112926368512
"34",0.0103519178033282,0.0921043660288702,0.144519829837794,0.0912354719330425,0.245712762953489
"35",0.172074263319763,0.117032329925737,0.203208784248254,0.127978545450835,0.259992294985016
"36",0.0343503442866273,0.131652589375342,0.209213200094473,0.136367711612062,0.32182805246965
"37",0.0208694912602897,0.160244250222702,0.198844917046964,0.174421918883971,0.253460373006308
"38",0.124570263247067,0.131990092222727,0.196511587313762,0.146955213253106,0.255489011928487
"39",0.00847906538675125,0.205066154574124,0.242689040462467,0.181262588565612,0.347174832587702
"40",0.0750956179418285,0.124111932710478,0.240979549157248,0.117126289746954,0.219291540921338
"41",0.254981608968891,0.0697283912292878,0.078948644095126,0.00674530775460969,0.202638138605634
"42",0.0138030432133768,0.14631266214686,0.324184418121025,0.185123598832912,0.433103886637502
"43",0.137192720797839,0.0527946302674043,0.139482311439374,0.0626775839693399,0.232158069251353
"44",0.1262590169325,0.307574868691824,0.455829416130263,0.324656628978911,0.466889210426049
"45",0.0451862539228052,0.0137049918011565,0.119188070018638,0.067901386165834,0.229526604908656
"46",0.0148535345825209,0.168436173804606,0.335090604753446,0.209280405900891,0.409669383012286
"47",0.107151870015478,0.00483975540684023,0.157429284145408,0.0336843899632596,0.185407888443674
"48",0.184546208351472,0.0531041387295955,0.117743309700967,0.0133762998748257,0.25974531347293
"49",0.0977191594004072,0.0229268643522562,0.144991847720775,0.134429498705501,0.240024174468093
"50",0.109682959604085,0.0273878195117905,0.123419934433324,0.0539280653026897,0.198537003404153
"51",0.132031599406909,0.0798573926007982,0.106878564418706,0.0592176734624641,0.251546564978049
"52",0.165756183357953,0.0661735843308586,0.206082362611322,0.0322755189503325,0.232882638107443
"53",0.032241305314484,0.262305190946989,0.326513606883474,0.27301502748613,0.386884501888321
"54",0.0237876688525439,0.204804956148653,0.225498619607898,0.236220517535628,0.299992857491613
"55",0.00703782236694506,0.176415679453173,0.219130701732849,0.124312244819567,0.240026074812848
"56",0.0396323124924054,0.169946026693887,0.247272372887346,0.138385509028743,0.354696116746468
"57",0.0214923861433314,0.13417821974586,0.210860556173817,0.142283948619692,0.264003309390165
"58",0.0956678052145687,0.0385503279370304,0.135130272327035,0.0691026733456229,0.272745494162126
"59",0.132118749539423,0.0670919412680923,0.170110955135232,0.150308116028611,0.254962830300745
"60",0.17361321752326,0.0541912767993801,0.104484127631414,0.0219966651882978,0.207728955270134
"61",0.229486871204759,0.0566727058489542,0.121229850157243,0.0634477635078826,0.189662686575274
"62",0.167128560848756,0.0670400197997887,0.159738850155359,0.0962630161051229,0.248296270318023
"63",0.0460276877993456,0.12170633838201,0.18611084400335,0.146337857723034,0.245283424596993
"64",0.118976132717194,0.13596823528884,0.243506206626995,0.120785410682681,0.284152627302633
"65",0.0871285022459691,0.0924893627464243,0.192183864318507,0.0946739227400087,0.296941575922778
"66",0.0741011080183823,0.273389807761485,0.341538675151851,0.290366177322993,0.449284110228901
"67",0.0574951399100667,0.148413070125019,0.292388534080731,0.273895440310412,0.405085759191808
"68",0.0763695295177456,0.18777985105789,0.173360598167802,0.186613014119765,0.317341986355418
"69",0.0266825505036207,0.184211284276729,0.290087452119356,0.272845864367947,0.351010284129049
"70",0.0324449615945489,0.0522334448702997,0.260092853897538,0.138651697832513,0.322036697510757
"71",0.0831618371242416,0.0982542936773446,0.261316600192194,0.134161084475773,0.371261609489087
"72",0.156176386195288,0.0169414474666509,0.1861393252656,0.0162649726177096,0.30037983088907
"73",0.151499769880392,0.00291094637688638,0.0676483858768649,0.014285966488053,0.198579517295431
"74",0.0986448520685124,0.176276961465625,0.264952532633359,0.240864389218361,0.304876929819131
"75",0.0972643791992541,0.0198978451817277,0.0968695768839719,0.063961391856173,0.153396880469066
"76",0.159464464584164,0.0439853986238957,0.157227461885694,0.0960326625463308,0.25185457288312
"77",0.131772629227659,0.0349606707931228,0.132261960281333,0.0366660706434366,0.20178473885178
"78",0.080756250797018,0.0849906938707016,0.226904566068406,0.0853944638892952,0.218343023684846
"79",0.0972537421752895,0.00429701447844433,0.117463734407294,0.0898931788998797,0.258614462199711
"80",0.0285159294556336,0.235355888649784,0.261692691305794,0.259455218239386,0.333326622754032
"81",0.111377123046417,0.00378649779804252,0.113449013665809,0.108780701295597,0.213969523494296
"82",0.0315166953960897,0.127704312787007,0.182166584560963,0.108227895202421,0.26971078863231
"83",0.297209726656024,0.126891569658329,0.0395803291798597,0.11135025567046,0.134347141542128
"84",0.0427986811051738,0.245162461262403,0.327156065028381,0.256039593954954,0.357867738093825
"85",0.261640810144666,0.0460152905148231,0.0941735028301228,0.0284550354657981,0.126192537138835
"86",0.180228651620936,0.0118694698639286,0.0669677687371153,0.08099814425653,0.164875709551792
"87",0.173550268239598,0.0764777648827811,0.156210039435531,0.0468422437838164,0.243759451193219
