"latent.est","latent.errors","IPW.est","IPW.errors","linear","match","nieve"
"1",0.595002225617398,0.00499777438260163,0.771626845798,0.171626845798,0.26993693947631,0.188446821259877,0.345857260081484
"2",0.56029791674831,0.0397020832516904,0.704274766076508,0.104274766076508,0.252647263292235,0.0845125922770309,0.369163582743523
"3",0.499655374459802,0.100344625540198,0.640065577297985,0.0400655772979853,0.123630711943916,0.0624776877900862,0.242186358670124
"4",0.55111589787888,0.0488841021211204,0.760754881004841,0.160754881004841,0.258403389345632,0.20444112269561,0.336278236336939
"5",0.440780959913753,0.159219040086247,0.607439645986876,0.00743964598687596,0.0696651856371412,0.0425205041517488,0.19844398724659
"6",0.524031311451076,0.0759686885489244,0.70053338140662,0.10053338140662,0.191852999941041,0.0665530634930961,0.311275680265189
"7",0.532257259365351,0.067742740634649,0.706275634124884,0.106275634124884,0.214470848168656,0.109547723808103,0.290138625629598
"8",0.576726481197852,0.0232735188021479,0.762448579034955,0.162448579034955,0.251284492181586,0.19921374709782,0.342929689637659
"9",0.558233362692637,0.0417666373073625,0.70537166143959,0.10537166143959,0.173657319902375,0.135180895242878,0.32427933013519
"10",0.615071417468576,0.0150714174685759,0.809902928322667,0.209902928322667,0.285378176533758,0.172860387186638,0.337668525699202
"11",0.589859264307619,0.0101407356923807,0.794507319402976,0.194507319402976,0.248186375335778,0.201744303621573,0.329030007416201
"12",0.508214262618339,0.0917857373816605,0.688119107731172,0.0881191077311718,0.196971432861979,0.140784281683687,0.301211240806581
"13",0.581478260620744,0.0185217393792564,0.831035346640397,0.231035346640397,0.284394591439252,0.227190237253779,0.35898859554148
"14",0.468815500036736,0.131184499963264,0.667703430253535,0.0677034302535352,0.180153394022258,0.0361188019003755,0.276363892487784
"15",0.401183675140719,0.198816324859281,0.632436296705887,0.032436296705887,0.111279035446244,0.0224630355787552,0.21061242975685
"16",0.390561818648183,0.209438181351817,0.603846319957975,0.00384631995797513,0.121491241199148,0.0120614036091543,0.20095548695907
"17",0.544279655985951,0.0557203440140492,0.703321368635589,0.103321368635589,0.227007968949401,0.0595913680545201,0.313954813702098
"18",0.529724340107687,0.0702756598923131,0.717466741865081,0.117466741865081,0.215658827283873,0.175070988855017,0.316135656670924
"19",0.429234389586861,0.170765610413139,0.634746534772168,0.0347465347721683,0.108393476322248,0.0318594954415944,0.21790562954816
"20",0.646883832364647,0.0468838323646471,0.74863095900602,0.14863095900602,0.310411755746767,0.176880765043499,0.40770712361844
"21",0.548394952243311,0.0516050477566893,0.686601248664542,0.0866012486645421,0.225675177647552,0.100812194819106,0.346885132374009
"22",0.563089832714893,0.0369101672851068,0.696069688930837,0.0960696889308371,0.158096625733956,0.0821466841664393,0.238013137356295
"23",0.555561177742792,0.044438822257208,0.771051117747438,0.171051117747438,0.198689051000595,0.0798645471329333,0.32192117294547
"24",0.443868138478139,0.156131861521861,0.616172525535735,0.0161725255357348,0.103648884416023,0.0268033513967532,0.223869033533676
"25",0.536115014801365,0.0638849851986349,0.695300450103977,0.0953004501039768,0.214697163704686,0.0784877721774361,0.297652539988017
"26",0.498458546137268,0.101541453862732,0.716838257942215,0.116838257942215,0.217293477643057,0.0891923030554979,0.25216510111943
"27",0.554980128056614,0.0450198719433862,0.730396201748938,0.130396201748938,0.243612260605955,0.118248290754872,0.290144691551208
"28",0.498738586131064,0.101261413868936,0.690333569225348,0.0903335692253482,0.18710387962996,0.0789208234345229,0.264528541686433
"29",0.464523384868204,0.135476615131795,0.657359255167408,0.0573592551674083,0.176368693984272,0.0297541479537085,0.244045737940264
"30",0.511980013910564,0.0880199860894364,0.680959619076152,0.0809596190761525,0.208682024725641,0.0444908684517562,0.315280174027208
"31",0.631940579534267,0.0319405795342669,0.771804797560576,0.171804797560576,0.268199121613205,0.130391106347141,0.366557836450042
