"latent","low","high","linear","ipw","iv","proximal"
0.227669218632035,0.136941845701581,0.320333775631767,0.319239188924662,0.255611883522525,0.934381946091413,0.187534452094705
0.258363899867566,0.160832043938104,0.349665725781581,0.329175897819113,0.108602043848078,1.07853302641577,0.235918685421348
0.274024930424197,0.186725239653213,0.361461135303241,0.362011346265745,0.169380860275424,0.99058730177074,0.27454305348576
0.326643250688194,0.237384033836385,0.421260275669379,0.406721270516059,0.147680096322794,0.896246466716375,0.354028376381431
0.270049639842439,0.158088697891478,0.369181425180145,0.331425236569607,0.0665884751745967,0.880930581445376,0.326694893110372
0.390618290008808,0.286116530317076,0.487952572004229,0.410492394149827,0.303952243427854,0.982562366907194,0.441476261215613
0.348692226031831,0.245840389094726,0.44464178117889,0.374856160539436,0.0765668862659037,1.06029806166528,0.327900998322089
0.321715403150844,0.227630861036679,0.407523063493397,0.355203997536977,0.126328466179054,1.07312748515097,0.299347389455886
0.271935237211451,0.188721772577073,0.359484081598439,0.333269403596148,0.133612439712047,0.814496625753674,0.273306596206812
0.318556600504419,0.221286809502676,0.418729462135642,0.44002423458522,0.253423670914227,1.24923497605944,0.315430712153064
0.386671918715,0.284752759166411,0.48503816960436,0.445781336865866,0.182058955440958,0.869306686461328,0.425793822012359
0.287501000124664,0.203297679580268,0.372949572141448,0.334982230269277,0.177045733104353,0.849031733341394,0.298154284424056
0.293291733123603,0.211387440944309,0.386507332020883,0.390727162500835,0.242379971694023,0.912700989676708,0.230263167047205
0.342656699662558,0.229551344197181,0.43019698410871,0.34283022389479,0.271672717143898,0.862465956791738,0.298470086949677
0.275858229601295,0.173979056731735,0.364349260683656,0.352397168031997,0.0682832936515871,1.06120198258009,0.331953886170811
0.422552755229605,0.311360705910468,0.507278033767129,0.50685742650266,0.282218763982654,0.80247267401048,0.434435091862219
0.217517857749919,0.132099530186112,0.298234816151207,0.361579913959001,0.159142692824673,1.0853020969962,0.24707313174908
0.401152103625456,0.303347895382315,0.506761542040033,0.469327585956196,0.227359296128631,1.15181162011551,0.413345222160412
0.347785519515859,0.265391887662576,0.428753478261739,0.408021527450637,0.237060359730687,0.871782561049542,0.339927513287423
0.305083258177869,0.217089287068191,0.394336759498163,0.368164344274012,0.0956174361553346,1.27112019273885,0.312854486028687
0.223783361830237,0.132861944827458,0.321668216362988,0.259628288219511,0.154870562952122,0.74076141681815,0.253263160075892
0.366104233816817,0.274707045242359,0.455942474034582,0.4370163041169,0.272621395488597,1.02496643130394,0.374031666708519
0.244227234550261,0.137514651317922,0.334806471810195,0.335939128217747,0.247899725550993,0.98316405573268,0.259619271878789
0.251573371569702,0.165685293444861,0.337500318897749,0.300183010216054,0.130995253056123,0.776398333794236,0.347681376625756
0.226769009869574,0.141484863678098,0.306040880072343,0.251996745130561,0.136804347069076,0.699188518898982,0.240619812524832
0.234749471534446,0.145885335932861,0.317176169539772,0.29433609174621,0.142626541473661,0.88605098294171,0.227942025585931
0.353763889915377,0.256870803939422,0.45175604219786,0.424584384463295,0.147138736364902,0.911624293189364,0.293817277857446
0.31708426626554,0.221036098128635,0.40528212445342,0.393827546833951,0.160537511317123,1.10227690505862,0.335897779256793
0.247044437966373,0.1469315332305,0.341071726839388,0.355806584616985,0.12536251642519,1.06075040757775,0.250044001297913
0.273414169966751,0.176589752998887,0.377864525527002,0.393989961274048,0.133728552990784,1.13941441571099,0.289646659982483
0.32424593813403,0.242542906172327,0.407994784749858,0.389009824481882,0.256536216481259,0.883931296325063,0.333761743662716
0.300762131423609,0.207184712030896,0.382874484880657,0.486762275210901,0.290817710371982,1.34993083060587,0.437455872622459
0.3391746701723,0.242346942708938,0.44163586702184,0.428847243786063,0.24109829119873,0.87721163889013,0.343839742225038
0.28058913289028,0.190498259969799,0.365699499682881,0.354792055783249,0.156087661047029,0.990739541890607,0.352657042846396
0.302694334430074,0.204322048636083,0.40291342954089,0.428416907919406,0.166372249513544,1.37296218352127,0.321459701941765
0.256330589812582,0.160519581604282,0.351605367303468,0.408332845567385,0.130955807544085,1.1186184596075,0.285593021239101
0.39621961544884,0.30372640907508,0.500234513590197,0.434328093652863,0.100485974212721,0.936122642051615,0.413237540566359
0.347007033787129,0.250379959118524,0.44078946261593,0.418573462124637,0.252548883103284,1.00388184444241,0.40466840845287
0.276149747659998,0.175913393014039,0.380252299758125,0.336250116963521,0.108732300690485,0.830802363593997,0.175066668695021
0.188928875813794,0.0899623110071682,0.279776382314699,0.304461088042613,0.0576503125733676,0.97877559955919,0.195907187829414
0.277774242885676,0.179166273848192,0.361570409113582,0.365116517800007,0.134957706844022,1.18684075175452,0.316214336568754
0.357175449402806,0.267682490268183,0.453341061275097,0.408958162012256,0.32753208053841,0.90906450328578,0.427548364970716
0.239544191969582,0.1523626487045,0.328724114003424,0.363385875543502,0.200919489573471,1.04413039910652,0.231364905917948
0.29630939385805,0.195535598577575,0.384182040727905,0.334192340505114,0.12802652713578,0.925958271531114,0.290355959147263
0.377781510247324,0.294623001061399,0.469398509179598,0.412879881563061,0.187329929814662,0.823044128097938,0.341721524213963
0.296218027171038,0.200969631300124,0.385661774993884,0.385240025173894,0.122144289128497,1.1371174288612,0.335950960270402
0.435231041078968,0.338754185063337,0.545672500376481,0.475343696550819,0.211933661419475,1.08250637313841,0.463481463492246
0.259164171368829,0.173904583141957,0.353278585051717,0.400909647172091,0.235445431440429,0.814918123754368,0.302937648642477
0.366544598968265,0.267509833175056,0.466670356917062,0.455994916278645,0.103455808699842,1.28715342295679,0.37298527843484
0.282096782138822,0.187380930434886,0.367345326967039,0.376623308645564,0.180225215965922,1.04247941506503,0.262738903222574
0.320428258484714,0.236594362721275,0.413015889588411,0.413723318655506,0.145773059742876,0.98445074545549,0.329961765501458
0.353080832995195,0.248447197247401,0.454864231584777,0.367624120464505,0.25770014489707,0.88236371339936,0.337254356952386
0.317619986447676,0.235909793876406,0.408252459718522,0.407144822916512,0.164155190861576,0.925019351165217,0.352500435382032
0.233538251617956,0.143772550209674,0.323771896002613,0.346386492382134,0.14842953708319,1.02757727709079,0.247419676154032
0.301644650127627,0.19266707310063,0.402252236738114,0.444587344535768,0.171878849508846,1.04601690026553,0.229199036290346
0.256993510556044,0.161025000175568,0.360920194724473,0.375712642314366,0.207763862990762,0.947603019122712,0.288686754075937
0.332695767418167,0.242837672690836,0.406415875189543,0.390807240801781,0.244930353314388,0.751974405096127,0.318506945948034
0.3132081912604,0.219583488527702,0.399850791756211,0.43642913643734,0.152851100541367,1.00394568551925,0.262945682625251
0.307744810269626,0.21644169402664,0.409476434869185,0.424269412363788,0.272060191453974,1.04691663539629,0.385626169657958
0.339594294117564,0.245247383964351,0.440682350395044,0.496989632160663,0.277029965806088,1.31342889476328,0.286422424686442
0.380828488817791,0.289896298956203,0.479120893539251,0.426041190538467,0.152030174593421,0.979517361343786,0.351929701070476
0.251783907466343,0.162596976235246,0.336139417383441,0.346226314371396,0.126029889864802,0.890272238191835,0.236312361408318
0.379252830447913,0.293192106820815,0.455022458539028,0.451711842355148,0.246752775681751,0.654647345180574,0.421910080905177
0.253787992301467,0.152385584412451,0.334450040498479,0.361641194586256,0.191627898490249,0.983990328697086,0.25741790707198
0.354967400232438,0.266534650239813,0.43838687201324,0.393788087602104,0.224559342676323,1.19929065003778,0.350870523721123
0.324303453585815,0.224871518209731,0.422690039907569,0.331638329789547,0.0607395919889961,0.886857082359514,0.346170926741081
0.302648303129879,0.198084854399442,0.396889508714228,0.404061962440517,0.216918554741873,0.986790996633762,0.411561167134164
0.32896417027379,0.248873441684529,0.425681586335867,0.40660995638154,0.158949127574627,1.10235447196732,0.320541009874772
0.27364818680136,0.178049654191925,0.350710288121404,0.328568837999977,0.121814598985597,0.857205488591921,0.270563825718584
0.298223995303527,0.207220561147055,0.393488796022056,0.345915106498415,0.192478931969765,0.903078249265509,0.341423834557918
0.283871168353118,0.182248712541441,0.373269544939841,0.393630004213733,0.142630807692613,1.1116715058363,0.295169149380164
0.218079982104146,0.121358935328995,0.309400559472079,0.394035066452518,0.15244386692454,1.13043222195793,0.245813718405437
0.366109844913031,0.255851716042305,0.464574403320241,0.432698273032709,0.164193631465288,1.03391975045758,0.412045308839482
0.225845213865698,0.141451426539794,0.310098593625742,0.295964458088027,0.145100685835995,0.947023580426235,0.221994196875903
0.295249329086053,0.185929092844933,0.387878880979613,0.369505873395911,0.138197156066877,1.02176365162867,0.24393612500265
0.330367819563714,0.228654161228829,0.423862316899403,0.45711073884392,0.0564150693384081,1.2776010182873,0.341328416434287
0.267538378343136,0.180480310992097,0.352116824829585,0.320628344838344,0.221427471846726,0.751751769055214,0.297365877459543
0.294797586580269,0.204657914107188,0.388380044269604,0.335493219922544,0.199831970353864,0.793070823972717,0.337089674163245
0.316190435706272,0.225982240161707,0.40192395309129,0.410125068898028,0.131615142564581,0.851249975582448,0.343280171994512
0.278328604096193,0.195010884070608,0.358152713333739,0.422413360464122,0.256945691006033,1.00527150650424,0.286174457050984
0.280285757748032,0.178922104159699,0.360901676994372,0.354741079386311,0.202917495940923,0.979969818675953,0.330582504775641
0.361204336694356,0.265661184301848,0.452194467172684,0.377570467906645,0.0808219670900542,0.861306897356437,0.35708279456409
0.357424510259946,0.273940354060228,0.441985234209627,0.358233349286707,0.234353432423243,0.640268226446759,0.394859479965759
0.258777584579005,0.16076323829627,0.347522789979178,0.369444551299956,0.0852792282034068,1.1163349010511,0.228401612331054
0.316927502867942,0.219965101735452,0.418277801086068,0.39905792115545,0.191935158113384,1.06483119763926,0.325620125651891
0.32761659859094,0.244698159706789,0.424451843843782,0.3967280212703,0.232889111567942,1.01605756007492,0.289815592309263
0.241523386523914,0.155522017925436,0.35054437351458,0.319849638072422,0.133223642888891,0.976678028158827,0.278670132237463
0.264168744065441,0.180916775302957,0.355043464916655,0.312686401717689,0.138043977209422,0.988061282766542,0.26203152790141
0.317616969414523,0.224353724386335,0.421184130339046,0.371938249989304,0.141374649883203,0.837291521997044,0.2848156123824
0.261323834896515,0.17536742974825,0.357082731775108,0.281178358657833,0.0230107969425799,0.764785125872192,0.235353067749274
0.311067070445887,0.228817104277373,0.393910464988354,0.426358414755241,0.163957467542969,0.872845457683321,0.31567031446471
0.297142504001232,0.201902996010492,0.403843629803366,0.38255976220246,0.221494184359056,0.94568088609047,0.305507703960799
0.338717260477287,0.238782830048683,0.440805122051787,0.395258376204575,0.191962443000941,0.820157234893696,0.385548922041665
0.242014684898978,0.155114715586694,0.332938993973042,0.350179195671779,0.180743459732172,0.955376137878444,0.178887142546132
0.290824868189613,0.20571128936784,0.386136070617982,0.368795725288688,0.171013076178018,1.08749986155475,0.288268586129642
0.342049396797922,0.250213056126664,0.441904641760217,0.425241267644752,0.200220928350351,1.14598781796896,0.362121522681349
0.271443340477978,0.175365248474736,0.358538667888552,0.410580657666478,0.223106153859747,0.997768721886203,0.266579158466162
0.320474481532363,0.219758699791787,0.411896264818974,0.398227065049724,0.14870167841939,1.0869435116045,0.333241971267303
0.298197782192207,0.206982627919688,0.392766070214883,0.375903060219939,0.111559288404663,0.762456336053879,0.289844901043316
0.25781305996731,0.166643282295017,0.344108410272959,0.31871302165221,0.228255586335569,0.9565069624695,0.248150558789221
