"est","norm_low","norm_high","perc_low","perc_high","base_low","base_high"
0.428435411211606,0.259416208405448,0.68590923533123,0.0490492450999134,0.525223549796912,0.3316472726263,0.807821577323299
0.136618131361427,-0.370508079739814,-0.123494622371444,0.408026240607971,0.631700194969248,-0.358463932246394,-0.134789977885117
0.248712919631297,-0.312180356726526,-0.0113329067826259,0.525796364239872,0.758738973503316,-0.261313134240722,-0.0283705249772779
0.505495575400064,0.374154117848687,0.653174682578972,0.388840030839126,0.601934548494267,0.409056602305861,0.622151119961001
0.485109024428304,0.355805681455721,0.624589379868365,0.34885501362815,0.595084347389467,0.37513370146714,0.621363035228458
0.47029767658447,0.372327393924768,0.568438911008668,0.370252256754735,0.571682195234789,0.36891315793415,0.570343096414205
0.459667139464889,0.35917899592854,0.567179829663975,0.352341695495507,0.548984118917063,0.370350160012715,0.566992583434272
0.515742598414595,0.401769952204488,0.63237863000617,0.404603300259649,0.616327340127458,0.415157856701733,0.626881896569542
0.502740150491185,0.395077715190444,0.617839061542299,0.388690701460515,0.60396318438944,0.401517116592929,0.616789599521854
0.427674599891246,0.305106019055448,0.553168096916015,0.308095042957511,0.53643590289506,0.318913296887432,0.547254156824981
0.457615103173461,0.34182993189488,0.569979221908627,0.344464583484873,0.564762083949797,0.350468122397125,0.570765622862048
0.537815713255123,0.416992703673298,0.674369391488988,0.419920317564001,0.630766885321285,0.444864541188961,0.655711108946245
0.442092571280424,0.291834621433241,0.626764545412929,0.0966766863765705,0.538975363624339,0.345209778936508,0.787508456184277
0.487664790557938,0.37770118726027,0.60404961431918,0.375055416735295,0.580875258711393,0.394454322404483,0.60027416438058
0.489693600242599,0.328475082014415,0.683140082549858,0.143959114751891,0.581328290926787,0.398058909558411,0.835428085733307
0.564406309158756,0.38625514019019,0.819287544143451,0.188187302677284,0.653096256606866,0.475716361710645,0.940625315640228
0.434724756564466,0.248873097426268,0.660676997390518,0.0261007015423059,0.53975546407517,0.329694049053761,0.843348811586625
0.532559391641898,0.432611085855338,0.640547779595725,0.430529083928121,0.625214873743346,0.43990390954045,0.634589699355676
0.535737707960536,0.420368255460897,0.657769199739093,0.421162043570464,0.635419416723931,0.436055999197142,0.650313372350609
0.535348323253743,0.428098838528481,0.65127615054683,0.424931061249982,0.635241159653779,0.435455486853708,0.645765585257504
0.524660812155939,0.418151238156904,0.63286544207051,0.414796549331406,0.635751966154975,0.413569658156903,0.634525074980473
0.513029029593006,0.407170157217264,0.626363791315998,0.414019371404571,0.601006449009462,0.42505161017655,0.612038687781441
0.595685259736995,0.477805968728655,0.717759616166231,0.482530980391479,0.715535857330922,0.475834662143067,0.70883953908251
0.447991125323916,0.33753577784784,0.562942752201057,0.339904545586478,0.543134657445303,0.35284759320253,0.556077705061354
0.471577702581671,0.316813392817311,0.64145431395642,0.337523051484396,0.583208252359761,0.359947152803581,0.605632353678946
0.470475121670545,0.365952599437436,0.571615397019156,0.372054538481213,0.573844062389455,0.367106180951635,0.568895704859876
0.507013847611075,0.336241262216026,0.721665697431967,0.133647084531378,0.600838819816342,0.413188875405808,0.880380610690771
0.462199186760934,0.281561366068531,0.697423396789534,0.0857486154945312,0.564066932059093,0.360331441462774,0.838649758027336
0.498129562505973,0.385471803525393,0.612203661630527,0.397072254160394,0.600223470201866,0.396035654810079,0.599186870851552
0.546375301220057,0.449588349196289,0.644112526129351,0.454242902805681,0.635684820253761,0.457065782186354,0.638507699634434
0.512063088273753,0.413175335273643,0.611469497358651,0.41681562088161,0.610318140404934,0.413808036142572,0.607310555665896
0.522698178020191,0.413516972425147,0.634629005197067,0.418351734540419,0.62495875975435,0.420437596286032,0.627044621499963
0.465960431781799,0.336973422213275,0.614028824022523,0.237575766971236,0.5585192872308,0.373401576332798,0.694345096592361
0.502760887236078,0.409068062390415,0.601940438041942,0.400748864307114,0.587643627789295,0.417878146682861,0.604772910165043
0.460763435452454,0.308178515886668,0.633840802306989,0.17136662178066,0.569868266872084,0.351658604032824,0.750160249124248
0.553765803974299,0.405644973060236,0.741427884849793,0.261289313006235,0.655130052443135,0.452401555505462,0.846242294942362
0.389223643476267,0.291745822576661,0.486690190507502,0.292942378604962,0.486256365160043,0.292190921792492,0.485504908347573
0.483260803556053,0.367224339734613,0.614402158424968,0.366575355162357,0.575880009373768,0.390641597738338,0.599946251949749
0.518624609093678,0.363273511670768,0.703498280191958,0.183011470815766,0.619043372799101,0.418205845388255,0.85423774737159
0.560874607324119,0.433314146788528,0.695154732026315,0.44211175179278,0.665900922334931,0.455848292313306,0.679637462855457
0.504189421130631,0.363291848562003,0.661780570954029,0.365277268878523,0.609513024936622,0.39886581732464,0.64310157338274
0.497140581343718,0.393688560774834,0.603186038281558,0.393294979176635,0.592854060360835,0.401427102326601,0.600986183510801
0.513183357119481,0.407510457932607,0.620737398891091,0.40767723464351,0.608127596455496,0.418239117783465,0.618689479595452
0.572404625356047,0.416048690053913,0.77589280781195,0.243940996362572,0.662500415279823,0.482308835432271,0.900868254349522
0.541108374345338,0.360535920268287,0.75349676749696,0.112781622214735,0.638975438265974,0.443241310424702,0.969435126475941
0.531552571764513,0.428767446333315,0.639028729664738,0.434977385505742,0.626570191092011,0.436534952437015,0.628127758023284
0.455707227392407,0.29517636775851,0.671892000268167,0.127056331523382,0.542555403134763,0.36885905165005,0.784358123261431
0.495074326893972,0.349349258303254,0.689335496302537,0.207766790437079,0.58144575208632,0.408702901701623,0.782381863350864
0.462361647193096,0.359771721019379,0.571060726746091,0.360584335622911,0.553094930045728,0.371628364340464,0.56413895876328
0.584755161501499,0.477700257565777,0.6950890518348,0.481265065972383,0.67654604086114,0.492964282141859,0.688245257030616
0.454521031573943,0.297310924427472,0.637776365399552,0.148855684756114,0.560141252073661,0.348900811074225,0.760186378391772
0.579225546271569,0.439602623657057,0.739424340416607,0.361031402446754,0.685974417266375,0.472476675276764,0.797419690096385
0.418000731732515,0.318586806695356,0.519742118272977,0.323714116575624,0.512078196480489,0.323923266984541,0.512287346889407
0.412612196963098,0.310630477729751,0.512096504026933,0.311686602692448,0.510025407394434,0.315198986531761,0.513537791233747
0.522424115081755,0.374531876411581,0.704604470898217,0.215842575702973,0.616076224560769,0.428772005602742,0.829005654460537
0.476240352835148,0.366137907623966,0.588617633052301,0.36479552269614,0.582134170577049,0.370346535093248,0.587685182974157
