"errors","IPW","linear","match","nieve"
"1",0.0992649477907469,0.0787740292367637,0.197554075530839,0.0948769434051772,0.269690516641806
"2",0.120410729362728,0.0155857813793355,0.135809164904406,0.0688151299788323,0.256108501381434
"3",0.110121340132608,0.0939729741425259,0.196676566170385,0.0540598190871671,0.272535140683499
"4",0.134620829143498,0.0761624145920073,0.175078561161361,0.0526223748426677,0.24017794371226
"5",0.0917354983217997,0.0631656324738316,0.226846012664362,0.0754502789420017,0.314147489865768
"6",0.131931442738089,0.109514732734858,0.203027127096094,0.110359438849494,0.250946727613858
"7",0.0637763592751193,0.208897667882735,0.302176067294085,0.239864962267901,0.360028418028232
"8",0.0616955694830462,0.128021540569249,0.216704815336831,0.172238734071244,0.311802886060232
"9",0.107077952626577,0.0994052893730846,0.19103500923575,0.145614847393869,0.249872026331507
"10",0.102482820973413,0.0823501133898494,0.241510443802484,0.119301831456735,0.303420676638194
"11",0.0484415209441175,0.179890936801602,0.222316759699285,0.194726386848481,0.277582880729257
"12",0.158417168633519,0.00470941240496392,0.119392143136658,0.0567857918803077,0.204252116443197
"13",0.156358348573324,0.116231176444282,0.195176803639021,0.100881165508567,0.310364659028842
"14",0.0992371467191301,0.0938137215152326,0.159064925565071,0.0717553044119185,0.295370303297624
"15",0.170282952828159,0.0170088099977529,0.102388838468916,0.0659148676769835,0.176331429180751
"16",0.178380688349235,0.0417235097992263,0.143416316650841,0.00262863268945268,0.291980947945517
"17",0.086203704182453,0.120149778818853,0.225305149086642,0.0951790140624147,0.323044483337792
"18",0.170645000193111,0.102865180042957,0.207675689750041,0.115764621639337,0.30935193133974
"19",0.0676169314996037,0.108111952755279,0.147109281875406,0.0949433564524715,0.277063618743948
"20",0.064087242715546,0.125211907871175,0.259449721024653,0.180464363843505,0.324778426757045
"21",0.0742023109581724,0.114227152329459,0.20978461029852,0.140764554248175,0.283839895673401
"22",0.165061161447422,0.0496847495180504,0.152234148604297,0.0936648809323574,0.235212260059598
