latent.est,latent.errors,IPW.est,IPW.errors,linear,match,nieve
0.510531151741423,0.0894688482585774,0.680745341198049,0.0807453411980493,0.200192969007077,0.0761141335277662,0.267742092413926
0.506687017165279,0.0933129828347212,0.672148472981674,0.0721484729816739,0.185616191109152,0.0758273246314979,0.285710408917676
0.488476495016391,0.111523504983609,0.662542877348715,0.0625428773487153,0.174935825630187,0.0659726532319838,0.273296148382279
0.547019208473179,0.0529807915268213,0.695834029509017,0.0958340295090166,0.224736436500171,0.116007902656292,0.290862852203376
0.479778135248329,0.120221864751671,0.67610570363463,0.0761057036346297,0.17547718629157,0.0741544787048629,0.268450245101612
0.525527445784941,0.0744725542150589,0.694712469175908,0.0947124691759084,0.194561636580794,0.0881280810767682,0.311931409172874
0.551688527664323,0.0483114723356771,0.703670917248899,0.103670917248899,0.214004225553324,0.120453109678735,0.300964684562703
0.506006917892451,0.0939930821075491,0.707418743576904,0.107418743576904,0.206577947761122,0.096559049851205,0.281309490922945
0.491142007732423,0.108857992267577,0.671051010475709,0.0710510104757095,0.1973596119776,0.0777618530289005,0.268565914339666
0.532569646450884,0.0674303535491164,0.698060101413775,0.0980601014137746,0.216267289551822,0.111846458868669,0.290915754601854
0.510617472083286,0.0893825279167139,0.699780142268964,0.0997801422689641,0.204093213009692,0.103445570310127,0.283720755530292
0.550627834300891,0.0493721656991086,0.71387447692157,0.11387447692157,0.207224792459758,0.0939516270394845,0.305336234421893
0.516113672970934,0.0838863270290658,0.686948687609098,0.0869486876090984,0.203341533665768,0.0911137021265117,0.301813621413823
0.556467703066174,0.0435322969338262,0.715507914106474,0.115507914106474,0.22214631273847,0.129018580821144,0.321521748737296
0.504680843575036,0.0953191564249638,0.6704667721619,0.0704667721619,0.195153642277415,0.0804374230330525,0.284049830431848
0.566702948250716,0.0332970517492838,0.746111725471722,0.146111725471722,0.242104443525995,0.122343063726996,0.325824340941028
0.527887748645003,0.0721122513549965,0.671252345424842,0.0712523454248416,0.177856379297743,0.0942690025054111,0.261970013116432
0.516891483444585,0.0831085165554154,0.714310039698315,0.114310039698315,0.241467568514956,0.118328396187679,0.313982730777902
0.582125153892235,0.0178748461077651,0.749278510342116,0.149278510342116,0.231105525921566,0.153566163700892,0.336290835320764
0.515009261941443,0.0849907380585569,0.726629963741387,0.126629963741387,0.214531042148282,0.142110454073101,0.29657858691102
0.544225609958853,0.0557743900411466,0.690187137135591,0.0901871371355907,0.188974967870526,0.0994249024201275,0.30656034321098
0.509370651141754,0.0906293488582461,0.674904230873772,0.074904230873772,0.206496250693369,0.083406991085865,0.299636771320221
0.547751024033864,0.0522489759661358,0.700597136484571,0.100597136484571,0.202437399539324,0.100865935142453,0.305614712186127
0.536189115699773,0.0638108843002269,0.68886742514315,0.0888674251431503,0.203173178597647,0.0913147493800763,0.292345557629244
0.524651884529778,0.075348115470222,0.695525692729753,0.0955256927297534,0.207694148251826,0.0885160915087744,0.292371142766344
0.507837627137918,0.0921623728620817,0.665511674103764,0.0655116741037641,0.155730460781088,0.0569470387070958,0.272581065577767
0.533681067256193,0.0663189327438072,0.679441180939624,0.0794411809396239,0.181855373709973,0.0976636207307077,0.261666331466454
0.536311930975748,0.0636880690242523,0.693332991962706,0.0933329919627063,0.200251377877615,0.0701680712094058,0.293978820559614
0.589012291044049,0.0109877089559507,0.7642446719518,0.1642446719518,0.266338930755056,0.178568602554942,0.348320002440077
0.585057883963457,0.0149421160365426,0.721743448669548,0.121743448669548,0.266656033943292,0.158738003357124,0.351020402122413
0.477627175593355,0.122372824406645,0.663632873224335,0.0636328732243346,0.189074784768193,0.0701678675477931,0.274431033841515
0.485509075097253,0.114490924902747,0.663165892395784,0.0631658923957842,0.164621544989061,0.0476634538665065,0.259156798816863
0.528363574655684,0.0716364253443156,0.687466077301313,0.0874660773013131,0.180105535843985,0.0902178642309196,0.261875472249149
0.494622306307754,0.105377693692246,0.633227718071667,0.0332277180716672,0.163547800588907,0.0582353197690689,0.270924196306155
0.513443793787971,0.086556206212029,0.686413854437038,0.0864138544370381,0.172100508817254,0.0744430994112465,0.269255682268581
0.540139197106952,0.0598608028930477,0.732413988158567,0.132413988158567,0.228174116465326,0.127824491301177,0.303958915407765
0.519143642288344,0.0808563577116564,0.689457868708463,0.0894578687084628,0.205985639397779,0.0759854674557421,0.312965939454637
0.505497518192006,0.0945024818079941,0.691570490257604,0.0915704902576041,0.181562696279846,0.102560209072912,0.26693412545091
0.533622627103236,0.0663773728967643,0.685876062160323,0.0858760621603231,0.200731070053347,0.0670422250681668,0.304033160028651
0.475243909931713,0.124756090068287,0.633640377238233,0.0336403772382334,0.150933285356514,0.0481054936547034,0.253576950818569
0.521701272002852,0.0782987279971478,0.684949450221426,0.0849494502214255,0.199627723441604,0.0468034210224512,0.283341666546074
0.540570470285703,0.0594295297142973,0.695492834188097,0.0954928341880967,0.220369842830519,0.104439078539928,0.303463505944339
0.547812986624001,0.0521870133759991,0.683266293277138,0.0832662932771383,0.192364357108796,0.0935400982068346,0.280925825016082
0.534771985638518,0.0652280143614824,0.697258118264869,0.0972581182648687,0.194537022150764,0.0950566217580974,0.290148662741164
0.480305403783148,0.119694596216852,0.668791523885412,0.0687915238854123,0.162513724372302,0.0659691131937001,0.26373177740714
0.491861248268698,0.108138751731302,0.673451288558851,0.0734512885588514,0.160199001800274,0.0929366514998409,0.264295523151385
0.502895867440401,0.0971041325595989,0.696552392072473,0.0965523920724731,0.195243312576982,0.0836537141723774,0.271437590598124
0.467755655073745,0.132244344926255,0.634346423121461,0.0343464231214606,0.151987672485367,0.0514738590589817,0.272906824698941
0.455330599994303,0.144669400005697,0.619927491548433,0.0199274915484328,0.129513316340333,0.0165112432812073,0.247726191290345
